place,mag
"West Yellowstone, Montana",0.72
"Denali National Park, Alaska",1.8
"West Yellowstone, Montana",0.46
"West Yellowstone, Montana",0.34
"West Yellowstone, Montana",0.1
"Maug Islands region, Northern Mariana Islands",3.8
"West Yellowstone, Montana",0.11
"West Yellowstone, Montana",0.7
"Toyah, Texas",2.7
"West Yellowstone, Montana",1.49
"Searles Valley, CA",0.9
"West Yellowstone, Montana",0.69
"West Yellowstone, Montana",0.81
"Orting, Washington",1.01
"Redwood Valley, CA",3.2
"Grapevine, CA",1.45
"Geysers, CA",1.98
"Nanwalek, Alaska",1.7
"Geysers, CA",1.05
"Cloverdale, CA",0.64
"Miches, Dominican Republic",3.6
"Alder, Montana",1.57
"Portola Valley, CA",2.07
"Whites City, New Mexico",1.5
"Cobb, CA",1.11
"Pinnacles, CA",1.35
"Valdez, Alaska",1.7
"Etowah, Arkansas",1.72
"West Yellowstone, Montana",-0.62
"Geysers, CA",0.61
"Pāhala, Hawaii",2.17000008
"Ocotillo Wells, CA",1.21
"Salamatof, Alaska",-0.49
"San Francisco Zoo, CA",2.09
"Chase, Alaska",1.9
"Ocotillo, CA",1.07
"Ocotillo, CA",1.05
"Rincón, Puerto Rico",2.92
"Ocotillo, CA",1.66
"Pala, CA",0.98
"Geysers, CA",1.1
"Truckee, California",1.1
"Cobb, CA",0.71
"Idyllwild, CA",0.47
"Idyllwild, CA",0.51
"Panguitch, Utah",2.23
"Whites City, New Mexico",1.6
"Thatcher, Utah",0.54
"Geysers, CA",0.76
"Anamizu, Japan",4.5
"Searles Valley, CA",1.15
"Smith, Nevada",1.7
"Waynoka, Oklahoma",1.35
"Idyllwild, CA",0.57
"Ashford, Washington",0.67
"Marysville, Montana",0.86
"Denali National Park, Alaska",2.1
"Hebgen Lake Estates, Montana",0.15
"Geysers, CA",1.06
"Blackhawk, CA",1.16
"Geysers, CA",1.1
"Beatty, Nevada",0.0
southern East Pacific Rise,4.4
"Reno, Nevada",1.0
southern East Pacific Rise,5.5
"Cantwell, Alaska",1.6
"Reno, Nevada",0.0
"Milford, Utah",-0.3
"Smith, Nevada",1.3
"Denali National Park, Alaska",2.0
"Toyah, Texas",2.6
"Ambon, Indonesia",4.7
"Whites City, New Mexico",1.7
"Big Delta, Alaska",1.6
"Eloy Alfaro, Ecuador",4.4
Carlsberg Ridge,5.6
"Yakutat, Alaska",1.8
"Searles Valley, CA",1.0
"Cobb, CA",0.89
"Happy Valley, Alaska",1.7
"Karluk, Alaska",-0.47
"Karluk, Alaska",0.34
"Karluk, Alaska",-0.12
"Sarangani, Philippines",4.2
"Valley, Anguilla",3.0
"Skwentna, Alaska",1.5
"Mina, Nevada",1.6
"Pāhala, Hawaii",2.07
"Holtville, CA",1.38
"Geysers, CA",0.63
"Ninilchik, Alaska",1.5
"False Pass, Alaska",1.15
"Umachiri, Peru",4.5
"Big Pine, California",0.2
"Geysers, CA",1.13
"Reno, Nevada",0.4
"Petersville, Alaska",1.6
"Beluga, Alaska",1.3
"White Mountain, Alaska",1.6
"Wai‘ōhinu, Hawaii",1.9
"Little Lake, CA",0.93
"Lincoln, Montana",1.06
"Glacier View, Alaska",1.3
"Point Possession, Alaska",1.3
"Anza, CA",0.96
"Geysers, CA",0.91
"Westmorland, CA",1.34
"Medford, Oklahoma",1.04
"Pāhala, Hawaii",2.07
"Holtville, CA",1.07
"Arcadia, Oklahoma",0.96
"San Juan, Puerto Rico",3.4
"Glennallen, Alaska",1.8
"Pole Ojea, Puerto Rico",2.75
"McCarthy, Alaska",1.0
"Twisp, Washington",0.76
"Hihifo, Tonga",4.4
"Houston, Alaska",1.4
"Cobb, CA",0.15
"Medford, Oklahoma",1.06
"Yakutat, Alaska",1.4
"Toyah, Texas",1.6
"Waynoka, Oklahoma",1.13
"Waingapu, Indonesia",4.0
"Charlotte Amalie, U.S. Virgin Islands",3.34
"Pala, CA",1.23
"Fishhook, Alaska",1.1
"Coleville, California",1.7
"Anza, CA",0.4
"Geysers, CA",0.11
"Volcano, Hawaii",2.08
"Pāhala, Hawaii",1.75
"Skwentna, Alaska",1.6
"West Yellowstone, Montana",0.51
"Indios, Puerto Rico",2.08
"Karluk, Alaska",-0.47
"Ninilchik, Alaska",1.8
"Pāhala, Hawaii",2.06999993
"Cobb, CA",0.76
South Sandwich Islands region,4.4
"Attu Station, Alaska",3.1
"Kahaluu-Keauhou, Hawaii",1.88
"Denali Park, Alaska",1.2
"Pāhala, Hawaii",1.84000003
"Eielson Air Force Base, Alaska",0.9
"Pedro Bay, Alaska",-0.99
"Arcadia, Oklahoma",1.17
"Pāhala, Hawaii",1.84000003
"Volcano, Hawaii",1.83
"Liborio Negron Torres, Puerto Rico",2.46
"Geysers, CA",0.35
"Hirara, Japan",4.3
"Aleneva, Alaska",2.4
"Ocotillo Wells, CA",1.17
"Geysers, CA",1.41
"Petersville, Alaska",1.4
"Silver Peak, Nevada",1.1
"Yakutat, Alaska",1.1
"Alcan Border, Alaska",1.5
"Whites City, New Mexico",2.0
"Takotna, Alaska",1.9
"Lake Henshaw, CA",0.88
"Ojai, CA",1.33
"Susitna North, Alaska",1.3
"Geysers, CA",0.54
"Banning, CA",1.27
"Falls City, Texas",1.7
"Reno, Nevada",-0.3
"Fuig, Puerto Rico",2.35
"Isabela, Puerto Rico",3.24
"Covenant Life, Alaska",1.7
"Susitna, Alaska",1.3
"Akhiok, Alaska",2.1
"Stonewall, Oklahoma",0.96
"Pāhala, Hawaii",1.97
"Sierraville, California",1.1
"Lake Isabella, CA",1.42
south of the Fiji Islands,4.4
"Carlsbad, CA",2.34
"Aleneva, Alaska",2.2
"Presidio, Texas",3.2
"Medford, Oklahoma",1.24
"Panguna, Papua New Guinea",4.9
"Toyah, Texas",1.7
"Anchorage, Alaska",1.3
"Pāhala, Hawaii",1.65
"Pāhala, Hawaii",1.82000005
"Petersville, Alaska",1.3
"Takahagi, Japan",4.5
"Khorugh, Tajikistan",4.8
"Point MacKenzie, Alaska",2.4
"Ugashik, Alaska",2.2
"Pedro Bay, Alaska",-0.2
"Jipijapa, Ecuador",4.5
"Alcan Border, Alaska",1.2
"Ninilchik, Alaska",1.9
"Big Lake, Alaska",1.6
"Junction, Utah",2.01
"Cobb, CA",0.21
"Cobb, CA",1.09
"Geysers, CA",0.71
"McCarthy, Alaska",1.4
"Finschhafen, Papua New Guinea",4.2
"Pāhala, Hawaii",2.18
"Anza, CA",0.69
"Searles Valley, CA",1.22
"Lincoln, Montana",0.62
"Geysers, CA",0.5
"Virginia City, Nevada",0.8
"Idyllwild, CA",2.01
"Amboy, Washington",0.4
"Virginia City, Nevada",1.0
"Pedro Bay, Alaska",-0.63
"Wofford Heights, CA",1.05
"Idyllwild, CA",0.8
"Kapowsin, Washington",1.57
"Little Lake, CA",1.05
"Little Lake, CA",1.1
"Tetlin, Alaska",1.4
"Cobb, CA",0.23
"Arcadia, Oklahoma",1.5
"Arcadia, Oklahoma",1.55
"Whites City, New Mexico",1.6
"Whites City, New Mexico",2.7
"Toyah, Texas",1.7
"Port-Olry, Vanuatu",4.3
"Happy Valley, Alaska",2.4
"Toyah, Texas",1.8
"Borrego Springs, CA",1.62
"Cobb, CA",0.26
"Two Rivers, Alaska",1.4
Easter Island region,4.6
"Amboy, Washington",0.67
"Lospalos, Timor Leste",4.9
"Atka, Alaska",0.67
"Karluk, Alaska",1.5
"Port-Olry, Vanuatu",4.3
"Toyah, Texas",1.7
"Toyah, Texas",2.5
"Valdez, Alaska",2.9
"Virginia City, Montana",1.03
"Anamizu, Japan",4.2
"Toyah, Texas",2.1
"Rodotópi, Greece",4.1
"Geysers, CA",0.78
"Cobb, CA",1.05
"Toyah, Texas",1.7
"Toyah, Texas",1.9
"Olancha, CA",1.64
"Toyah, Texas",2.1
"Toyah, Texas",3.3
"Ouzinkie, Alaska",3.0
"Geysers, CA",0.5
"Geysers, CA",0.38
"Reno, Nevada",0.5
"Anza, CA",0.59
"Cooperton, Oklahoma",1.27
"Mammoth Lakes, CA",1.2
"Chula Vista, CA",1.44
"Bodfish, CA",1.4
"Volcano, Hawaii",2.17
"Indio, CA",1.0
"Anamizu, Japan",5.2
"McCarthy, Alaska",1.5
"Volcano, Hawaii",2.12
"Toyah, Texas",2.0
"Butte, Montana",0.81
"Karluk, Alaska",2.5
"Shaktoolik, Alaska",3.0
"Lebec, CA",1.05
"Geysers, CA",1.04
"Butte, Montana",1.74
"Mill Creek, Oklahoma",1.24
"Whites City, New Mexico",2.1
"Mojave, CA",1.25
"Beaver, Alaska",2.5
"Borrego Springs, CA",0.96
"Pāhala, Hawaii",2.27999997
"Whites City, New Mexico",1.6
"Toyah, Texas",2.3
"Lytle Creek, CA",4.15
"Beatty, Nevada",-0.1
"Ahwahnee, CA",2.71
"Cobb, CA",0.75
"Akutan, Alaska",1.37
"Akutan, Alaska",0.29
"Banning, CA",0.75
"Akutan, Alaska",0.02
"Cobb, CA",0.32
"Yakutat, Alaska",2.0
"Cobb, CA",0.36
"Cobb, CA",0.86
"Cobb, CA",1.16
"Avon, Montana",1.34
"Maria Antonia, Puerto Rico",2.26
"Baker City, Oregon",1.93
"Nikolski, Alaska",0.45
"Anza, CA",0.95
"Anza, CA",0.29
"Kokopo, Papua New Guinea",4.4
"Geysers, CA",1.09
"Tyonek, Alaska",1.9
"Yakutat, Alaska",2.6
"Nikolski, Alaska",0.82
"Nikolski, Alaska",0.72
"Nikolski, Alaska",1.06
"West Yellowstone, Montana",2.05
"Pāhala, Hawaii",1.6
"Whites City, New Mexico",1.6
"Skwentna, Alaska",2.1
"Sunnyside-Tahoe City, CA",2.13
"Anamizu, Japan",4.9
south of the Fiji Islands,4.9
"Yonakuni, Japan",4.5
"Koran, Bosnia and Herzegovina",2.4
"Geysers, CA",1.31
"Cobb, CA",0.91
"Ridgecrest, CA",1.25
"Pāhala, Hawaii",1.94000006
"Three Rivers, Oregon",-0.38
"Avon, Montana",1.28
"Geysers, CA",0.52
"Rustāq, Afghanistan",4.7
"Cobb, CA",0.83
"Four Mile Road, Alaska",0.9
"Medford, Oklahoma",1.9
"Anderson Springs, CA",0.21
"Geysers, CA",0.73
"Borrego Springs, CA",1.19
"Indios, Puerto Rico",2.16
"Salinas, Puerto Rico",2.21
"Banning, CA",1.2
"Cloverdale, CA",0.31
"Geysers, CA",0.86
"Tehachapi, CA",1.31
"Cobb, CA",0.57
"Pleasant Hill, CA",2.0
"Atka, Alaska",1.96
"Cloverdale, CA",1.07
"Anza, CA",0.55
"Cobb, CA",0.83
"Pāhala, Hawaii",2.69
"Pāhala, Hawaii",1.48
"Point MacKenzie, Alaska",2.0
"Ashford, Washington",1.04
"Mammoth Lakes, CA",0.36
"Beatty, Nevada",0.7
"Toyah, Texas",1.7
"Beluga, Alaska",1.9
"Geysers, CA",1.08
"Pala, CA",2.0
"Anamizu, Japan",4.4
"Stanley, Idaho",1.65
"Little Lake, CA",1.01
"Bayview-Montalvin, CA",1.22
"Tres Pinos, CA",0.62
"Geysers, CA",1.1
"Hebgen Lake Estates, Montana",1.19
"Geysers, CA",0.37
"Geysers, CA",1.73
"Cobb, CA",0.43
"Kaktovik, Alaska",1.4
"Cobb, CA",0.21
"Livengood, Alaska",2.1
"Pedro Bay, Alaska",2.0
"Garden City, Texas",1.7
"Beaumont, CA",0.83
"Borrego Springs, CA",1.08
"Parkfield, CA",1.51
"Chignik, Alaska",2.7
"Pine Valley, CA",0.46
"West Yellowstone, Montana",0.48
"West Yellowstone, Montana",-0.15
"West Yellowstone, Montana",0.2
"Virginia City, Nevada",0.9
"West Yellowstone, Montana",1.33
"Coso Junction, CA",0.83
"Valle Vista, CA",1.05
"Alum Rock, CA",1.04
"Carbonado, Washington",0.45
"Ugashik, Alaska",2.0
"Petersville, Alaska",1.5
"Denali National Park, Alaska",1.6
"South Lead Hill, Arkansas",2.05
"Smith, Nevada",2.0
"Cobb, CA",1.14
"Smith, Nevada",1.4
"Pedro Bay, Alaska",0.82
"Dawson City, Canada",1.9
"King Cove, Alaska",1.9
"Denali National Park, Alaska",1.1
"Mammoth Lakes, CA",0.88
"Hermleigh, Texas",1.9
"Cobb, CA",0.73
"Madison, Ohio",2.6
"Orange, CA",1.95
"Orange, CA",1.28
"Van Horn, Texas",1.7
"Tyonek, Alaska",1.5
"King Cove, Alaska",0.24
"Milford, Utah",-0.93
"Milford, Utah",-0.35
"Milford, Utah",0.21
"Petersville, Alaska",1.1
"Sanana, Indonesia",4.5
"Whites City, New Mexico",1.9
"Ocotillo, CA",0.76
"Smith, Nevada",1.2
"West Yellowstone, Montana",0.15
"Midland, Texas",1.7
"Whites City, New Mexico",2.2
"La Parguera, Puerto Rico",2.84
"Whites City, New Mexico",1.4
"Reno, Nevada",0.2
"Whites City, New Mexico",2.2
"Whites City, New Mexico",1.7
"Sunol, CA",1.07
"Whites City, New Mexico",1.7
"Honoria, Peru",4.2
"Indios, Puerto Rico",2.41
"Houston, Alaska",2.0
"Yakutat, Alaska",1.9
"Whites City, New Mexico",2.1
"Whites City, New Mexico",1.4
"Whites City, New Mexico",1.4
"Mammoth Lakes, CA",1.87
"Geysers, CA",1.07
"Indios, Puerto Rico",2.15
"Abra Pampa, Argentina",4.1
"Whittier, Alaska",1.4
"Palomar Observatory, CA",0.9
"Lospalos, Timor Leste",4.5
"Ashford, Washington",1.68
"Stella, Puerto Rico",2.73
"Izu Islands, Japan region",4.6
"Point MacKenzie, Alaska",1.2
central Mid-Atlantic Ridge,4.5
"Harding-Birch Lakes, Alaska",3.0
"Ashford, Washington",0.55
"Silver Lake, CA",0.81
"Adak, Alaska",3.3
"Itoigawa, Japan",4.3
"Ashford, Washington",2.76
"Point Possession, Alaska",1.5
"Sand Point, Alaska",2.1
"Meadow Lakes, Alaska",1.2
"Kokopo, Papua New Guinea",4.9
"Buttonwillow, CA",2.09
"Cobb, CA",1.44
"Minto, Alaska",0.8
"Ashford, Washington",0.58
"Lospalos, Timor Leste",4.1
"Compton, CA",2.28
east of the Kuril Islands,4.2
"Yakutat, Alaska",1.4
"Smith, Nevada",1.5
"Amboy, Washington",0.59
"Whittier, Alaska",1.3
"Indios, Puerto Rico",1.91
"Beluga, Alaska",2.0
"Toyah, Texas",1.5
"Moapa Town, Nevada",0.7
"Moapa Town, Nevada",1.2
"Cantwell, Alaska",2.2
"Geysers, CA",0.93
"Whites City, New Mexico",1.9
"Amboy, Washington",1.7
"Pahrump, Nevada",0.4
"Mammoth Lakes, CA",0.22
"Ninilchik, Alaska",2.4
"Whites City, New Mexico",1.5
"Mammoth Lakes, CA",-0.06
"Coso Junction, CA",1.12
"Ashford, Washington",0.7000000000000001
"Amboy, Washington",0.74
"Amboy, Washington",0.3
"Coronel, Chile",4.5
"Pāhala, Hawaii",1.91999996
"Amboy, Washington",2.99
"Cobb, CA",1.13
"Searles Valley, CA",1.09
"Ust’-Kamchatsk Staryy, Russia",4.4
"Geysers, CA",0.85
"Takotna, Alaska",1.8
western Indian-Antarctic Ridge,5.2
"San Jacinto, CA",1.29
"Giporlos, Philippines",4.4
"Mil’kovo, Russia",4.1
"Ashford, Washington",1.98
"Pāhala, Hawaii",2.04
"Point Possession, Alaska",1.2
"Pāhala, Hawaii",2.1
"Mina, Nevada",1.6
"West Yellowstone, Montana",1.61
"Mina, Nevada",1.7
"Pinnacles, CA",1.07
"Pinnacles, CA",1.02
"Beatty, Nevada",0.1
"Karluk, Alaska",-0.07
"Geysers, CA",1.05
"Pawnee, Oklahoma",1.0
"Karluk, Alaska",1.2
"Sado, Japan",4.2
"Clear, Alaska",2.3
"Pāhala, Hawaii",2.27
"Chase, Alaska",1.4
"Cobb, CA",0.5
"Pondaguitan, Philippines",4.2
"Levan, Utah",1.76
"Geysers, CA",0.8
"Sunnyside, Utah",2.22
"Susitna, Alaska",2.0
"Geysers, CA",0.79
"Guánica, Puerto Rico",2.47
"Atiquipa, Peru",4.1
"Two Rivers, Alaska",1.4
"Gitagum, Philippines",4.3
"Houston, Alaska",1.6
"Volcano, Hawaii",1.73000002
"Princeton, Canada",2.12
"Borrego Springs, CA",0.55
"Borrego Springs, CA",0.87
"West Yellowstone, Montana",0.52
"Geysers, CA",0.79
"Chenega, Alaska",1.5
Fiji region,4.5
"Borrego Springs, CA",1.0
"Anza, CA",0.77
"Volcano, Hawaii",0.77
"Pāhala, Hawaii",1.76999998
"Valdez, Alaska",1.6
"Panaca, Nevada",2.2
"Aguanga, CA",0.55
"Trapper Creek, Alaska",1.2
"Kushima, Japan",4.4
"Pedro Bay, Alaska",1.9
"Denali National Park, Alaska",1.1
"Pedro Bay, Alaska",-1.05
"Pedro Bay, Alaska",-0.89
"Cedar Point, Kansas",2.5
"Port Alsworth, Alaska",2.2
"Geysers, CA",0.89
"Idyllwild, CA",0.78
"Geysers, CA",0.59
"West Yellowstone, Montana",0.34
"Levuka, Fiji",4.6
"Falls City, Texas",3.3
"West Yellowstone, Montana",-0.19
"San Juan Bautista, CA",0.87
"Kuril’sk, Russia",4.3
"Pedro Bay, Alaska",-0.57
"Salamatof, Alaska",1.3
"Akutan, Alaska",2.9
"Nanwalek, Alaska",1.9
"Garnet, CA",0.96
"Chase, Alaska",1.4
"Lata, Solomon Islands",4.4
"Ludlow, CA",1.75
"South Lead Hill, Arkansas",2.51
"Parkfield, CA",0.14
"West Yellowstone, Montana",0.08
"Fritz Creek, Alaska",1.7
"South Lead Hill, Arkansas",1.95
"Perham, Maine",1.6
"Soda Springs, California",0.7
"Jal, New Mexico",2.2
"Conway, Washington",1.24
"Lake Henshaw, CA",0.75
"Pedro Bay, Alaska",-0.52
"Tyonek, Alaska",1.8
"Tyonek, Alaska",-0.18
"Yucaipa, CA",1.37
"West Yellowstone, Montana",1.42
"Yacolt, Washington",0.94
"Home Gardens, CA",0.86
"Happy Valley, Alaska",2.6
"Anza, CA",0.19
southeast Indian Ridge,4.2
"Toyah, Texas",2.6
"Toyah, Texas",1.8
"Indios, Puerto Rico",2.21
"Borrego Springs, CA",0.91
"Nikolski, Alaska",2.9
"Borrego Springs, CA",0.92
"Karluk, Alaska",0.54
"Waikoloa, Hawaii",3.19
"Mill Creek, Oklahoma",1.24
"Pedro Bay, Alaska",-0.63
"West Yellowstone, Montana",0.52
"Townsend, Montana",1.53
Balleny Islands region,4.2
"Houston, Alaska",1.7
"West Yellowstone, Montana",1.04
"Woodland, Washington",0.8300000000000001
"Pedro Bay, Alaska",0.48
"Pine Mountain Club, CA",2.26
"Whites City, New Mexico",2.3
"La Parguera, Puerto Rico",1.29
"Minto, Alaska",2.3
"Denali National Park, Alaska",1.8
Balleny Islands region,4.5
"Malaga, New Mexico",2.8
"Mammoth, Wyoming",-0.08
"Lake Henshaw, CA",0.93
"Boonville, CA",1.85
"Geysers, CA",1.16
"Fishhook, Alaska",1.9
"Van Horn, Texas",1.8
"Cobb, CA",0.82
"Chickaloon, Alaska",1.1
"Tyonek, Alaska",1.6
"Cobb, CA",0.4
"Pototano, Indonesia",4.7
"McCarthy, Alaska",1.3
"Seven Trees, CA",1.24
"Karluk, Alaska",1.1
"Independence, California",1.6
"Hebgen Lake Estates, Montana",0.96
"Skwentna, Alaska",1.7
"Cobb, CA",0.96
"Malibu, CA",2.31
"Mentone, Texas",1.7
"Loma Linda, CA",1.23
"Whites City, New Mexico",1.5
"Ichinoseki, Japan",4.3
"Geysers, CA",0.76
"Geysers, CA",1.16
"Nanao, Japan",4.4
"Brenas, Puerto Rico",3.11
"Anchor Point, Alaska",1.5
"Diamond Ridge, Alaska",1.5
"Whittier, Alaska",1.3
"Whites City, New Mexico",1.8
"West Yellowstone, Montana",-0.1
"Lima, Montana",0.5
"La Quinta, CA",0.96
"Geysers, CA",0.52
"Tyonek, Alaska",1.6
"Niland, CA",1.68
"West Yellowstone, Montana",1.91
"West Yellowstone, Montana",1.26
"West Yellowstone, Montana",1.1
"Beluga, Alaska",1.4
"Nikolski, Alaska",3.3
"Yakutat, Alaska",1.6
"West Yellowstone, Montana",1.98
"Toyah, Texas",1.7
"Izu Islands, Japan region",4.6
"West Yellowstone, Montana",1.54
"West Yellowstone, Montana",0.67
"Masachapa, Nicaragua",4.6
"Stanley, Idaho",2.54
"Cooper Landing, Alaska",2.6
"West Yellowstone, Montana",0.84
"Sechura, Peru",4.7
"Geysers, CA",1.18
"Ninilchik, Alaska",1.7
"Whites City, New Mexico",1.5
"Saratoga, CA",0.91
"Lime Village, Alaska",1.6
"Geysers, CA",0.4
"Geysers, CA",0.73
"Stanley, Idaho",2.16
"Glenbrook, Nevada",0.3
"Cruz Bay, U.S. Virgin Islands",3.43
"Toyah, Texas",1.5
"Rachel, Nevada",1.2
"Sado, Japan",4.3
"Willow, Alaska",1.6
"Pedro Bay, Alaska",-0.77
"Denali National Park, Alaska",1.1
"Pāhala, Hawaii",1.85000002
"Denali National Park, Alaska",1.6
"Gabbs, Nevada",0.8
"Pinnacles, CA",1.22
"Waikoloa, Hawaii",1.93
"Karluk, Alaska",-0.25
"West Yellowstone, Montana",-0.01
"Labuha, Indonesia",4.6
"El Reno, Oklahoma",1.71
"Unalaska, Alaska",1.9
"Silver Peak, Nevada",1.1
"Houston, Alaska",1.5
"Karluk, Alaska",2.0
"Whites City, New Mexico",1.7
"Beluga, Alaska",1.7
"Redlands, CA",2.2
"Sola, Vanuatu",4.6
"Denali National Park, Alaska",1.1
"Ivanof Bay, Alaska",2.3
"Volcano, Hawaii",1.79999995
"Indian Springs, Nevada",0.0
"King Cove, Alaska",2.3
"La Malbaie, Canada",2.5
"Indian Springs, Nevada",-0.1
"Isla Vista, CA",2.25
"Denali National Park, Alaska",1.3
"Pedro Bay, Alaska",2.0
"Denali National Park, Alaska",1.4
"West Yellowstone, Montana",0.91
"Lincoln, Montana",0.73
"West Yellowstone, Montana",0.75
"Kobuk, Alaska",1.2
"Kokhanok, Alaska",1.8
"Denali National Park, Alaska",3.5
"Whites City, New Mexico",2.6
"Huron, CA",2.19
"Big Pine, CA",1.87
"Little Lake, CA",1.19
"Mammoth Lakes, CA",0.31
"Kasilof, Alaska",1.4
"Joshua Tree, CA",0.85
"Coyanosa, Texas",1.5
"Ocotillo Wells, CA",0.86
"Clam Gulch, Alaska",1.6
"Ocotillo Wells, CA",2.23
"Ocotillo Wells, CA",1.34
"Pāhala, Hawaii",1.74000001
Fiji region,4.5
"Chickaloon, Alaska",1.5
"Anchor Point, Alaska",1.5
"Garnet, CA",0.81
"West Yellowstone, Montana",0.25
"Geysers, CA",1.11
"West Yellowstone, Montana",0.82
"Anchorage, Alaska",1.6
"Pedro Bay, Alaska",1.9
"Amboy, Washington",0.31
western Indian-Antarctic Ridge,4.2
"Anza, CA",0.77
"Loma Linda, CA",1.41
western Indian-Antarctic Ridge,4.5
"Colma, CA",1.7
"Suttsu, Japan",4.2
"Julian, CA",1.15
"Idyllwild, CA",1.45
"Fern Forest, Hawaii",2.21
"Ninilchik, Alaska",2.4
"Petersville, Alaska",1.2
"Geysers, CA",1.09
"Anamizu, Japan",4.9
"Chiniak, Alaska",2.9
"Challis, Idaho",1.65
"North Pole, Alaska",1.2
"Tatitlek, Alaska",1.8
"Bodfish, CA",1.15
"West Yellowstone, Montana",0.77
"Yauco, Puerto Rico",2.25
"Cobb, CA",1.14
"Hinatuan, Philippines",4.7
"West Yellowstone, Montana",0.49
"West Yellowstone, Montana",0.17
"Salamatof, Alaska",1.9
"Idyllwild, CA",0.84
western Indian-Antarctic Ridge,4.7
"Calipatria, CA",1.27
"McCarthy, Alaska",1.7
"Petersville, Alaska",1.4
"Tomioka, Japan",4.1
"Tomioka, Japan",4.2
"Little Lake, CA",0.93
"Indios, Puerto Rico",2.43
"Anamizu, Japan",4.5
"Doyle, California",0.3
"Geysers, CA",0.48
Kuril Islands,4.6
"Doyle, California",0.9
"Lospalos, Timor Leste",4.4
"Volcano, Hawaii",3.39
"Ollagüe, Chile",4.3
"Sand Point, Alaska",2.7
"Calistoga, CA",1.61
"San Bernardino, CA",0.79
"Cruz Bay, U.S. Virgin Islands",3.71
"Toyah, Texas",2.0
"Entiat, Washington",0.84
"Ridgecrest, CA",1.28
"Pāhala, Hawaii",2.24000001
"Tatitlek, Alaska",1.9
"Pāhala, Hawaii",2.04999995
"Dutch Harbor, Alaska",2.4
"Fontana, CA",1.18
"Cobb, CA",0.7
"Houma, Tonga",5.6
"Morgan, Utah",0.83
"Peñuelas, Puerto Rico",2.56
"Kelly, Wyoming",0.32
"Geysers, CA",0.84
"Calimesa, CA",2.61
"Nanwalek, Alaska",1.9
"Geysers, CA",0.73
"Susitna North, Alaska",1.8
"Mentone, Texas",1.8
"Borrego Springs, CA",1.72
"Pāhala, Hawaii",1.63
"Cheney, Kansas",2.1
"Pedro Bay, Alaska",2.7
"Susitna North, Alaska",1.4
"West Yellowstone, Montana",0.15
"Kernville, CA",1.0
"West Yellowstone, Montana",1.69
"Lake Henshaw, CA",1.68
South Sandwich Islands region,4.5
"Geysers, CA",1.11
"West Yellowstone, Montana",0.75
"West Yellowstone, Montana",0.74
"Bakersfield, CA",1.51
"Kokopo, Papua New Guinea",4.4
"Toyah, Texas",1.4
"West Yellowstone, Montana",0.7
"West Yellowstone, Montana",1.02
"Pāhala, Hawaii",1.72000003
"Pāhala, Hawaii",1.85000002
"Pāhala, Hawaii",1.58
"Goldfield, Nevada",1.4
"Susitna North, Alaska",1.4
"Anza, CA",0.35
"Skwentna, Alaska",2.0
"Big Pine, CA",1.72
"West Yellowstone, Montana",0.84
"Karluk, Alaska",-0.32
"Geysers, CA",0.74
"Livengood, Alaska",1.1
"West Yellowstone, Montana",1.07
"Indian Springs, Nevada",0.8
"Julian, CA",1.26
"West Yellowstone, Montana",1.34
"Pāhala, Hawaii",2.83
"West Yellowstone, Montana",1.49
"West Yellowstone, Montana",1.2
"Maria Antonia, Puerto Rico",2.05
"West Yellowstone, Montana",0.18
"West Yellowstone, Montana",1.58
"West Yellowstone, Montana",1.43
"West Yellowstone, Montana",-0.05
"Morgan Hill, CA",1.05
"Karluk, Alaska",-0.25
"West Yellowstone, Montana",0.89
"West Yellowstone, Montana",2.0
"West Yellowstone, Montana",1.47
"West Yellowstone, Montana",-0.03
"West Yellowstone, Montana",0.79
"Ashford, Washington",1.04
"Boron, CA",1.75
"Ashford, Washington",2.16
"Miches, Dominican Republic",3.58
"West Yellowstone, Montana",0.14
"West Yellowstone, Montana",0.16
"West Yellowstone, Montana",0.15
"West Yellowstone, Montana",0.27
"West Yellowstone, Montana",0.38
"Searles Valley, CA",1.56
"West Yellowstone, Montana",0.78
Banda Sea,5.0
"West Yellowstone, Montana",-0.18
"West Yellowstone, Montana",1.16
"West Yellowstone, Montana",0.32
"Bodie, CA",1.81
"West Yellowstone, Montana",0.76
"West Yellowstone, Montana",0.71
"Levuka, Fiji",4.6
"West Yellowstone, Montana",1.11
"West Yellowstone, Montana",1.95
"West Yellowstone, Montana",0.62
"Denali National Park, Alaska",1.2
"West Yellowstone, Montana",0.77
"West Yellowstone, Montana",0.56
"Sprague, Washington",2.18
"Cobb, CA",0.78
"Bradbury, CA",1.57
"West Yellowstone, Montana",2.15
"West Yellowstone, Montana",3.29
"Evanston, Wyoming",1.22
"Fox, Alaska",1.3
"Anza, CA",0.57
"Yakutat, Alaska",1.6
"McCarthy, Alaska",1.7
"Chase, Alaska",1.4
"Geysers, CA",0.91
"Home Gardens, CA",1.21
"Nenana, Alaska",1.1
"King Cove, Alaska",2.5
"Whitehall, Montana",0.45
"Yucca Valley, CA",1.06
"Spanish Springs, Nevada",1.6
"Geysers, CA",-0.16
"Granite Falls, Washington",1.54
"Yorba Linda, CA",1.99
"Pāhala, Hawaii",1.78999996
"Yakutat, Alaska",1.4
"Cobb, CA",0.27
"Shungnak, Alaska",2.2
"Geysers, CA",1.56
